0, 0, 16074.1, 0.0836605, 16146.2, 1519523219.40316
0, 0, 16074.140625, 0, 16146.185546875, 1519523219.45316
0, 0, 16074.140625, 0, 16146.185546875, 1519523219.50316
0, 0, 16074.140625, 0, 16146.185546875, 1519523219.55316
0, 0, 16074.140625, 0, 16146.185546875, 1519523219.60316
0, 0, 16074.140625, 0, 16146.185546875, 1519523219.65316
0, 0, 16074.140625, 0, 16146.185546875, 1519523219.70416
0, 0, 16074.140625, 0, 16146.185546875, 1519523219.75416
0, 0, 16074.140625, 0, 16146.185546875, 1519523219.80494
0, 0, 16074.140625, 0, 16146.185546875, 1519523219.85494
0, 0, 16074.140625, 0, 16146.185546875, 1519523219.90494
0, 0, 16074.140625, 0, 16146.185546875, 1519523219.95494
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.00494
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.05594
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.10594
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.15594
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.20594
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.25594
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.30594
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.35594
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.40694
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.45694
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.50694
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.55694
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.60694
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.65694
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.70694
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.75794
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.80794
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.85794
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.90794
0, 0, 16074.140625, 0, 16146.185546875, 1519523220.95794
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.00794
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.05794
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.10894
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.15894
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.20894
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.25894
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.30894
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.35894
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.40894
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.45994
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.50994
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.55994
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.60994
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.65994
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.70994
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.75994
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.81094
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.86094
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.91094
0, 0, 16074.140625, 0, 16146.185546875, 1519523221.96094
0, 0, 16074.140625, 0, 16146.185546875, 1519523222.01094
0, 0, 16074.140625, 0, 16146.185546875, 1519523222.06094
0, 0, 16074.140625, 0, 16146.185546875, 1519523222.11094
0, 0, 16074.140625, 0, 16146.185546875, 1519523222.16194
0, 0.628067314624786, 16074.1494140625, 0.628067314624786, 16146.2080078125, 1519523222.21194
0, 0.753680765628815, 16074.173828125, 1.88420188426971, 16146.2646484375, 1519523222.25696
0, 2.00981545448303, 16074.2529296875, 3.76840376853943, 16146.3974609375, 1519523222.30696
0, 3.14033651351929, 16074.3837890625, 5.15015172958374, 16146.625, 1519523222.35696
0, 4.39647150039673, 16074.5830078125, 7.66242122650146, 16146.9453125, 1519523222.40696
0, 4.77331161499023, 16074.81640625, 7.78803443908691, 16147.3193359375, 1519523222.45696
0, 5.27576541900635, 16075.0634765625, 8.03926181793213, 16147.7158203125, 1519523222.50796
0, 5.15015172958374, 16075.3125, 7.91364860534668, 16148.1064453125, 1519523222.55796
0, 4.18707466125488, 16075.6044921875, 6.36433362960815, 16148.55078125, 1519523222.60796
0, 6.90874052047729, 16075.9365234375, 10.0490770339966, 16149.033203125, 1519523222.65796
0, 7.66242122650146, 16076.3076171875, 11.0539855957031, 16149.556640625, 1519523222.70796
0, 8.29048824310303, 16076.7021484375, 11.305212020874, 16150.1025390625, 1519523222.75796
0, 9.92346382141113, 16077.1474609375, 12.8125734329224, 16150.6982421875, 1519523222.80796
0, 7.36924171447754, 16077.6787109375, 9.63028335571289, 16151.3876953125, 1519523222.85796
0, 12.6869602203369, 16078.2783203125, 15.9529094696045, 16152.1435546875, 1519523222.90796
0, 12.9381866455078, 16078.9072265625, 15.9529094696045, 16152.9296875, 1519523222.95796
0, 13.3150262832642, 16079.546875, 16.832202911377, 16153.7216796875, 1519523223.00796
0, 13.3150262832642, 16080.203125, 16.4553642272949, 16154.5302734375, 1519523223.05796
0, 9.79785060882568, 16080.884765625, 12.1425523757935, 16155.365234375, 1519523223.10796
0, 15.7016830444336, 16081.63671875, 18.7164058685303, 16156.27734375, 1519523223.15796
0, 16.204137802124, 16082.4091796875, 19.5957012176514, 16157.20703125, 1519523223.20796
