1519523087.72632599,0.00000000,-0.00000000,-0.00000000
1519523087.75961304,0.00020544,-0.00000000,0.00144710
1519523087.79294109,0.00041103,-0.00010709,0.00227175
1519523087.82621002,0.00050062,0.00001719,0.00228866
1519523087.85969090,0.00056831,-0.00007475,0.00238632
1519523087.89292908,0.00056301,-0.00012891,0.00256019
1519523087.92617202,0.00055781,-0.00022102,0.00261767
1519523087.95946407,0.00054697,-0.00027520,0.00248695
1519523087.99283695,0.00053627,-0.00038429,0.00248796
1519523088.02612901,0.00025510,-0.00034472,0.00249763
1519523088.05940700,0.00020010,-0.00030459,0.00249392
1519523088.09278107,0.00014510,-0.00026446,0.00253297
1519523088.12599993,0.00019665,-0.00020152,0.00249070
1519523088.15936399,0.00024833,-0.00018425,0.00242616
1519523088.19280100,0.00023042,-0.00010182,0.00249394
1519523088.22597909,0.00021267,-0.00008472,0.00246325
1519523088.25922990,0.00020422,0.00001897,0.00249769
1519523088.29258490,0.00026074,-0.00013859,0.00245955
1519523088.32591891,0.00025231,-0.00004029,0.00246871
1519523088.35922408,0.00052019,-0.00019733,0.00247406
1519523088.39290094,0.00038386,-0.00009934,0.00242912
1519523088.42581892,0.00044992,-0.00030059,0.00235496
1519523088.45920992,0.00051603,-0.00053062,0.00239501
1519523088.49242496,0.00058214,-0.00076064,0.00257287
1519523088.52576590,0.00057645,-0.00073486,0.00254116
1519523088.55907798,0.00057074,-0.00069897,0.00251405
1519523088.59243298,0.00055776,-0.00067321,0.00249887
1519523088.62569594,0.00059070,-0.00063723,0.00251220
1519523088.65910101,0.00062383,-0.00067754,0.00248488
1519523088.69230008,0.00065674,-0.00062878,0.00253134
1519523088.72565603,0.00074882,-0.00084561,0.00244490
1519523088.75909996,0.00058085,-0.00078427,0.00256833
1519523088.79232097,0.00067221,-0.00072229,0.00252742
1519523088.82562995,0.00047998,-0.00064715,0.00250638
1519523088.85891199,0.00062144,-0.00057116,0.00254034
1519523088.89229894,0.00048828,-0.00058639,0.00254746
1519523088.92555308,0.00057625,-0.00060106,0.00249084
1519523088.95880103,0.00066429,-0.00064348,0.00248951
1519523088.99217105,0.00075209,-0.00058821,0.00246166
1519523089.02547097,0.00095006,-0.00063037,0.00247625
1519523089.05887294,0.00078922,-0.00051367,0.00246808
1519523089.09207797,0.00089169,-0.00051686,0.00251908
1519523089.12536597,0.00099417,-0.00052005,0.00251115
1519523089.15868402,0.00109664,-0.00052324,0.00239766
1519523089.19201708,0.00114143,-0.00059387,0.00251768
1519523089.22532392,0.00111060,-0.00053346,0.00258750
1519523089.25870109,0.00115539,-0.00060409,0.00252447
1519523089.29190707,0.00112473,-0.00061014,0.00250345
