1519523021.06897712,-0.00000001,-0.00000001,-0.00000000
1519523021.10235906,-0.00000001,-0.00001913,0.00034400
1519523021.13556790,-0.00004043,-0.00003825,0.00082740
1519523021.16894698,0.00023989,-0.00017120,0.00101487
1519523021.20219803,0.00016192,-0.00028924,0.00121063
1519523021.23548603,0.00044227,-0.00040686,0.00122562
1519523021.26885104,0.00033175,-0.00052495,0.00105818
1519523021.30220699,0.00046780,-0.00039437,0.00121880
1519523021.33545089,0.00028719,-0.00029263,0.00116357
1519523021.36878109,0.00015495,-0.00019083,0.00119293
1519523021.40207911,0.00002288,-0.00023340,0.00125664
1519523021.43537092,0.00016489,-0.00027564,0.00124080
1519523021.46871090,0.00030689,-0.00031788,0.00109022
1519523021.50203705,0.00038022,-0.00035331,0.00116047
1519523021.53534698,0.00030710,-0.00038890,0.00106143
1519523021.56863809,0.00038031,-0.00030927,0.00107462
1519523021.60193706,0.00034357,-0.00022975,0.00095118
1519523021.63527393,0.00030697,-0.00029532,0.00114423
1519523021.66866398,0.00027039,-0.00036089,0.00120941
1519523021.70187902,0.00022020,-0.00025282,0.00108086
1519523021.73522496,0.00018471,-0.00014473,0.00103828
1519523021.76855898,0.00014922,-0.00003663,0.00115754
1519523021.80180693,0.00011394,-0.00012228,0.00102176
1519523021.83512211,0.00006225,-0.00001302,0.00114686
1519523021.86851001,0.00001097,-0.00027159,0.00092611
1519523021.90200901,0.00002168,-0.00032579,0.00113853
1519523021.93514395,0.00003241,-0.00037998,0.00118994
1519523021.96840906,0.00004314,-0.00043418,0.00113239
1519523022.00172591,-0.00002577,-0.00041166,0.00113640
1519523022.03507090,0.00000593,-0.00038903,0.00127765
1519523022.06832695,-0.00003306,-0.00034942,0.00110307
1519523022.10169792,-0.00001418,-0.00030974,0.00109701
1519523022.13500094,0.00000470,-0.00028176,0.00110497
1519523022.16835904,0.00002359,-0.00025378,0.00115052
1519523022.20169806,0.00005992,-0.00022579,0.00109607
1519523022.23490596,0.00006344,-0.00018991,0.00099876
1519523022.26826000,0.00006340,-0.00020065,0.00111894
1519523022.30161309,0.00005629,-0.00016479,0.00118301
1519523022.33486295,0.00000857,-0.00034452,0.00104418
1519523022.36816502,-0.00003948,-0.00022963,0.00105974
1519523022.40151811,-0.00004906,-0.00012726,0.00115872
1519523022.43477893,0.00000703,-0.00002481,0.00106197
1519523022.46805692,-0.00000253,0.00005650,0.00134418
1519523022.50140905,0.00006302,0.00013791,0.00108013
1519523022.53468990,0.00003555,0.00021921,0.00107671
1519523022.56802297,0.00003100,0.00017885,0.00096152
1519523022.60129309,0.00002645,0.00013848,0.00098721
1519523022.63460803,0.00002198,0.00001390,0.00104256
1519523022.66817689,0.00000600,0.00014636,0.00118432
1519523022.70131993,-0.00000967,0.00000478,0.00112241
1519523022.73452997,-0.00002395,0.00004140,0.00121574
1519523022.76827002,0.00002609,-0.00000825,0.00113501
1519523022.80124497,0.00001181,0.00002836,0.00109832
1519523022.83452511,0.00012875,-0.00002122,0.00104674
1519523022.86824107,-0.00004019,0.00005072,0.00118162
1519523022.90138888,0.00001873,-0.00011405,0.00115269
1519523022.93446708,0.00002275,-0.00004193,0.00116714
1519523022.96810603,0.00002691,-0.00008089,0.00113272
1519523023.00105000,0.00003090,0.00002876,0.00112781
1519523023.03462291,-0.00000051,-0.00001024,0.00114204
1519523023.06770110,-0.00005672,0.00000773,0.00112035
1519523023.10109401,-0.00011292,0.00002502,0.00113005
1519523023.13432193,-0.00013836,0.00004302,0.00108678
1519523023.16767097,-0.00016379,0.00006035,0.00109741
1519523023.20090795,-0.00018925,0.00009571,0.00133392
1519523023.23436999,0.00001096,-0.00002484,0.00123610
1519523023.26762700,0.00027105,-0.00004656,-0.00058737
1519523023.30088091,0.00181467,-0.00016139,-0.00135133
1519523023.33416200,0.00476375,-0.00018741,-0.00101580
1519523023.36751795,0.00818077,-0.00006185,-0.00136569
1519523023.40097904,0.01201643,0.00006194,-0.00248315
1519523023.43416810,0.01631233,0.00015777,-0.00359837
1519523023.46768403,0.02088235,0.00011783,-0.00560542
1519523023.50077105,0.02683080,0.00001717,-0.00769243
1519523023.53408504,0.03363225,-0.00020975,-0.01234019
1519523023.56749892,0.04262323,-0.00106719,-0.01688220
1519523023.60097003,0.05161022,-0.00196547,-0.02205353
1519523023.63395500,0.05918384,-0.00160111,-0.02796853
1519523023.66734290,0.06651716,-0.00127479,-0.03620509
1519523023.70125294,0.07382937,-0.00165879,-0.04463391
1519523023.73391294,0.08305336,-0.00280070,-0.05537442
1519523023.76731801,0.09301838,-0.00408339,-0.06674083
1519523023.80088091,0.10385470,-0.00503185,-0.08007404
1519523023.83388901,0.11614336,-0.00624234,-0.09505853
1519523023.86726499,0.12864942,-0.00808267,-0.11001885
1519523023.90048695,0.14157018,-0.01015889,-0.12349485
1519523023.93378997,0.15594389,-0.01231189,-0.13810799
1519523023.96728396,0.17029534,-0.01459743,-0.15354019
1519523024.00083494,0.18491768,-0.01721148,-0.16862093
1519523024.03377008,0.19950883,-0.01998760,-0.18386401
1519523024.06707311,0.21414064,-0.02306154,-0.19992506
1519523024.10052109,0.23009998,-0.02719619,-0.21678846
1519523024.13371801,0.24598733,-0.03159936,-0.23340340
1519523024.16697001,0.26226317,-0.03567451,-0.25042947
1519523024.20057106,0.27885754,-0.04012601,-0.26809207
1519523024.23361492,0.29584218,-0.04499941,-0.28477058
1519523024.26693010,0.31307018,-0.04990288,-0.30335544
1519523024.30028701,0.33036745,-0.05517680,-0.32172120
1519523024.33354497,0.34797379,-0.06203571,-0.34025394
1519523024.36686397,0.36545000,-0.06921972,-0.35829754
1519523024.40015888,0.38284395,-0.07658382,-0.37800829
1519523024.43350410,0.40091020,-0.08461526,-0.39780470
1519523024.46679091,0.41881393,-0.09300276,-0.41655642
1519523024.50017405,0.43761861,-0.10117871,-0.43626957
1519523024.53345799,0.45451748,-0.10891202,-0.45647344
1519523024.56667995,0.47248250,-0.11765158,-0.47620846
1519523024.60009289,0.49027156,-0.12674396,-0.49552120
1519523024.63334608,0.50811812,-0.13574081,-0.51558442
1519523024.66665602,0.52607783,-0.14526233,-0.53641500
1519523024.69996595,0.54424669,-0.15681023,-0.55607012
1519523024.73324800,0.56243652,-0.16932235,-0.57705861
1519523024.76665211,0.58234191,-0.18304460,-0.59717996
1519523024.79989195,0.60215455,-0.19688904,-0.61916717
1519523024.83324790,0.62183884,-0.20967206,-0.63962147
1519523024.86658001,0.64125757,-0.22285501,-0.66221459
1519523024.90000391,0.66102329,-0.23895009,-0.68501328
1519523024.93319201,0.68233848,-0.25720151,-0.70789938
1519523024.96669888,0.70327470,-0.27597382,-0.73089184
1519523024.99978709,0.72553636,-0.29555518,-0.75332185
1519523025.03310490,0.74738099,-0.31565693,-0.77794461
1519523025.06645298,0.76857020,-0.33644662,-0.80154608
1519523025.09972692,0.78926288,-0.35773057,-0.82493769
1519523025.13303399,0.81037412,-0.38054502,-0.84899817
1519523025.16637492,0.83330423,-0.40477539,-0.87166316
1519523025.19971204,0.85506150,-0.43059060,-0.89046549
1519523025.23310494,0.87806629,-0.45895652,-0.91022776
1519523025.26636004,0.90098648,-0.48838981,-0.92751912
1519523025.29954505,0.92242423,-0.51940035,-0.93987400
1519523025.33294606,0.94508548,-0.55088864,-0.95107241
1519523025.36623502,0.96561062,-0.58329260,-0.95798143
1519523025.39957905,0.98725077,-0.61574671,-0.96149386
1519523025.43293405,1.00865300,-0.64809927,-0.96324715
1519523025.46617389,1.03367149,-0.68378542,-0.96328539
1519523025.49995995,1.05627242,-0.71599709,-0.96428540
1519523025.53277493,1.07887577,-0.74846966,-0.96528502
1519523025.56611395,1.10144665,-0.78096481,-0.96302800
1519523025.59942293,1.12314453,-0.81406716,-0.96150901
1519523025.63277006,1.14529816,-0.84659807,-0.95514712
1519523025.66601110,1.16765829,-0.87898738,-0.94415779
1519523025.69946194,1.19077290,-0.91083950,-0.92732645
1519523025.73271799,1.21463268,-0.94253028,-0.90759801
1519523025.76594710,1.23908890,-0.97376302,-0.88474101
1519523025.79927993,1.26417189,-1.00551555,-0.86021768
1519523025.83256102,1.29091370,-1.03776303,-0.83331554
1519523025.86675811,1.31811026,-1.06919058,-0.80280957
1519523025.89931989,1.34625275,-1.09977398,-0.76829354
1519523025.93277693,1.37351377,-1.12999992,-0.73338042
1519523025.96584201,1.40117661,-1.15996244,-0.69988376
1519523025.99916601,1.43087417,-1.18986322,-0.66283361
1519523026.03244305,1.46156865,-1.21875906,-0.62590563
1519523026.06579304,1.49392665,-1.24564757,-0.58664821
1519523026.09926605,1.52823822,-1.27312498,-0.54731130
1519523026.13242197,1.56339566,-1.30003356,-0.50182811
1519523026.16570306,1.59974021,-1.32531580,-0.45716708
1519523026.19899988,1.63801888,-1.34723932,-0.41133458
1519523026.23275399,1.67857870,-1.36796047,-0.36664530
1519523026.26571703,1.71618532,-1.38537497,-0.31876143
1519523026.29900694,1.75352085,-1.40418611,-0.27190893
1519523026.33231592,1.79245856,-1.41849449,-0.22223467
1519523026.36565995,1.82782508,-1.43614491,-0.17653841
1519523026.39927006,1.86834179,-1.44780208,-0.12321269
1519523026.43229604,1.90824847,-1.45713777,-0.07623478
1519523026.46556091,1.94976172,-1.46424845,-0.02608816
1519523026.49888492,1.99297653,-1.46930578,0.02354464
1519523026.53211188,2.03640129,-1.47273391,0.11168980
1519523026.56546402,2.07495726,-1.47290401,0.16084560
1519523026.59897399,2.11347231,-1.47116275,0.20971559
1519523026.63211703,2.15426596,-1.46704648,0.25770493
1519523026.66544104,2.19480248,-1.46092986,0.31653901
1519523026.69897294,2.23514461,-1.45315896,0.36549526
1519523026.73233604,2.26840992,-1.44596737,0.41687500
1519523026.76536298,2.30834181,-1.43394169,0.46845217
1519523026.79859805,2.34121826,-1.41549820,0.51611577
1519523026.83203197,2.37751582,-1.39188119,0.56489762
1519523026.86534095,2.41059843,-1.36780267,0.61234392
1519523026.90014696,2.44745273,-1.34923064,0.66739567
1519523026.93203902,2.47977575,-1.33138036,0.71615712
1519523026.96519589,2.50859771,-1.31042421,0.76098511
1519523026.99862003,2.53713019,-1.28755128,0.80651962
1519523027.03217196,2.56532436,-1.26353291,0.85603123
1519523027.06512594,2.59376316,-1.23645720,0.90229988
1519523027.09846997,2.62111427,-1.20824917,0.94644807
1519523027.13191199,2.64613977,-1.17679520,0.99021538
1519523027.16511106,2.67110334,-1.14071486,1.03338921
1519523027.19839406,2.69448641,-1.10359070,1.07602059
1519523027.23181105,2.71714452,-1.06774467,1.11873826
1519523027.26499605,2.73825117,-1.03096373,1.15669449
1519523027.29832792,2.75901911,-0.99096880,1.19614517
1519523027.33173108,2.77801368,-0.95011519,1.23431441
1519523027.36548996,2.79560954,-0.90883330,1.27284271
1519523027.39824700,2.81292340,-0.86731001,1.31162850
1519523027.43156195,2.82822706,-0.82660648,1.35018910
1519523027.46489191,2.84184003,-0.78531855,1.38822867
1519523027.49846005,2.85376250,-0.74414108,1.42687723
1519523027.53169799,2.86408501,-0.70253369,1.46544121
1519523027.56488299,2.87342504,-0.65575965,1.50523490
